timestamp,active_power_kw,current_avg,voltage_ll_avg,power_factor,reactive_power_kvar,anomaly_score,severity
2026-03-06 15:15:00,4.389,6.635,431.05,0.892,-1.223,-0.02647339051829789,🟡 Minor
2026-03-06 15:30:00,4.21,6.678,426.611,0.898,-1.002,-0.022366800944828236,🟡 Minor
2026-03-06 15:45:00,4.333,6.281,423.978,0.895,-1.008,-0.033860742158612456,🟡 Minor
2026-03-06 16:00:00,4.117,6.547,419.603,0.895,-0.875,-0.04376243271615754,🟡 Minor
2026-03-06 16:15:00,4.103,6.236,426.399,0.914,-0.903,-0.011723453091636249,🟡 Minor
2026-03-06 16:30:00,4.372,6.23,425.767,0.935,-0.935,-0.04158553941216514,🟡 Minor
2026-03-06 16:45:00,6.066,6.396,426.142,0.981,-1.007,-0.06334766384676005,🟡 Minor
2026-03-06 17:00:00,4.097,8.755,423.635,0.963,-0.43,-0.07360177312921812,🟡 Minor
2026-03-07 14:00:00,4.72,2.027,444.302,0.903,-1.127,-0.023926804939152113,🟡 Minor
2026-03-07 14:15:00,5.259,6.729,442.629,0.903,-1.385,-0.06972823727760358,🟡 Minor
2026-03-07 14:30:00,5.489,7.609,441.979,0.91,-1.467,-0.08510410431341053,🟡 Minor
2026-03-07 14:45:00,6.092,7.962,440.337,0.885,-1.481,-0.09331031581933436,🟡 Minor
2026-03-07 15:00:00,5.78,8.819,438.003,0.818,-1.585,-0.09658225822983146,🟡 Minor
2026-03-07 15:15:00,5.284,8.624,435.739,0.806,-1.767,-0.10885546217064845,🟡 Minor
2026-03-07 15:30:00,5.064,8.488,434.07,0.784,-1.711,-0.09925673932814161,🟡 Minor
2026-03-07 15:45:00,4.175,8.293,433.284,0.771,-1.363,-0.07642848712184813,🟡 Minor
2026-03-07 16:00:00,3.711,7.092,431.618,0.762,-1.265,-0.04197992787059324,🟡 Minor
2026-03-07 16:15:00,3.835,6.426,432.632,0.759,-1.263,-0.03702120346373694,🟡 Minor
2026-03-07 16:30:00,3.74,6.722,435.722,0.754,-1.26,-0.040606903835288644,🟡 Minor
2026-03-07 16:45:00,3.741,6.61,435.475,0.759,-1.324,-0.04673383317467006,🟡 Minor
2026-03-07 17:00:00,3.691,6.606,434.469,0.771,-1.323,-0.045453624766028655,🟡 Minor
2026-03-07 17:15:00,3.656,6.476,438.994,0.491,-1.267,-0.08120780568272223,🟡 Minor
2026-03-07 17:30:00,0.72,6.293,440.878,0.596,-0.962,-0.06054297498279437,🟡 Minor
2026-03-07 18:45:00,3.439,2.917,418.345,0.845,-1.186,-0.0048733911638384475,🟡 Minor
2026-03-07 19:00:00,3.859,5.64,419.788,0.674,-1.172,-0.05591825195760658,🟡 Minor
2026-03-07 19:15:00,1.461,6.335,422.846,0.67,-1.075,-0.04742549104637872,🟡 Minor
2026-03-08 14:00:00,0.406,0.936,446.9,0.514,-0.534,-0.005633992465740034,🟡 Minor
2026-03-09 06:45:00,0.145,0.253,402.759,0.422,-0.183,-0.017549660449878712,🟡 Minor
2026-03-09 07:00:00,0.08,0.364,398.726,0.448,-0.163,-0.030200369175645836,🟡 Minor
2026-03-09 07:15:00,0.086,0.274,397.415,0.473,-0.13,-0.01909327204988487,🟡 Minor
2026-03-09 08:30:00,0.605,1.197,403.877,0.523,-0.505,-0.019166200549855628,🟡 Minor
2026-03-09 08:45:00,0.273,1.294,406.773,0.525,-0.392,-0.009301742827872439,🟡 Minor
2026-03-09 09:00:00,0.278,0.746,407.966,0.522,-0.402,-0.004915650224290857,🟡 Minor
2026-03-09 09:30:00,3.169,0.689,409.439,0.82,-0.896,-0.024255985465495677,🟡 Minor
2026-03-09 09:45:00,3.201,5.41,406.72,0.815,-0.984,-0.05068388482706776,🟡 Minor
2026-03-09 10:00:00,3.307,5.485,412.428,0.787,-1.108,-0.05294777237141224,🟡 Minor
2026-03-09 10:15:00,3.439,5.738,419.526,0.804,-1.309,-0.04410229252530706,🟡 Minor
2026-03-09 10:30:00,4.031,6.037,416.375,0.819,-1.301,-0.06027089572730149,🟡 Minor
2026-03-09 10:45:00,4.394,6.846,416.227,0.84,-1.32,-0.07182591461715859,🟡 Minor
2026-03-09 11:00:00,4.234,7.384,420.578,0.843,-1.059,-0.05578594404106263,🟡 Minor
2026-03-09 11:15:00,4.419,6.938,420.55,0.811,-1.123,-0.061713520822776036,🟡 Minor
2026-03-09 11:30:00,4.287,7.195,421.447,0.849,-1.33,-0.06659150712493,🟡 Minor
2026-03-09 11:45:00,5.551,7.225,418.311,0.906,-1.388,-0.0858905896425004,🟡 Minor
2026-03-09 12:00:00,5.74,8.984,420.137,0.947,-1.04,-0.09951099545510267,🟡 Minor
2026-03-09 12:15:00,2.504,8.854,422.403,0.941,-0.662,-0.028499600545545234,🟡 Minor
